,Safety_Score,Days_Since_Inspection,Total_Safety_Complaints,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,Violations,Adverse_Weather_Metric,Accident_ID,Severity
9852,45.8904109589041,8,10,54.5578851412944,0.538615939415795,78.86,1,27346.3366621651,2,1.00860793316672,8026,Significant_Damage_And_Fatalities
9092,34.7488584474886,14,6,80.4466727438469,0.30313090515687,86.94,6,25080.5824492383,4,0.0060774076769983,3329,Significant_Damage_And_Serious_Injuries
6205,30.0,13,3,61.6681859617138,0.346405337179949,78.66,4,36292.1949816483,1,0.0657649417158369,4022,Highly_Fatal_And_Damaging
521,33.1050228310502,15,2,51.640838650866,0.288345474215651,81.68,1,26412.3256335554,2,0.978578768073676,10061,Minor_Damage_And_Injuries
6154,38.0821917808219,10,2,58.7055606198724,0.29591849981969,77.13,4,28183.3231299795,2,0.0520195059207914,11754,Highly_Fatal_And_Damaging
1346,47.4885844748858,14,8,76.9826800364631,0.332701767039307,82.8,2,49881.2703654481,3,0.680017846372208,2424,Minor_Damage_And_Injuries
1238,45.4794520547945,11,35,55.6061987237922,0.72758095924991,76.14,6,35760.9736156928,3,0.0083235766830855,6258,Minor_Damage_And_Injuries
4055,58.4018264840183,11,5,64.8131267092069,0.458918860439956,80.63,2,32702.1479935482,1,0.44294859208894,6138,Minor_Damage_And_Injuries
1072,32.9223744292237,12,9,57.7484047402006,0.282214929679048,76.94,1,44502.4966181395,2,1.62466774612099,9464,Highly_Fatal_And_Damaging
3515,47.0319634703196,14,31,79.0337283500456,0.448821492967904,83.75,2,25265.936551665,1,0.339886381510903,10745,Minor_Damage_And_Injuries
1571,32.1461187214612,12,10,85.5970829535096,0.312146411828345,87.86,4,41697.1749234405,4,0.075850778236244,12462,Highly_Fatal_And_Damaging
7593,30.7762557077626,16,3,56.8824065633546,0.322243779300397,81.26,1,26930.3762347395,2,0.998432424921525,11781,Minor_Damage_And_Injuries
4094,13.7442922374429,17,5,70.7383773928897,0.324046880634692,77.92,3,31286.0968486773,3,0.155972033378461,4440,Highly_Fatal_And_Damaging
6781,70.5022831050228,7,44,64.9042844120328,0.588742156509196,79.49,5,33858.6794591848,1,0.0229899149310431,4929,Minor_Damage_And_Injuries
9951,25.2511415525114,17,8,20.9662716499544,0.774822214208438,86.59,5,44475.6870097684,0,0.0303240089034753,2819,Minor_Damage_And_Injuries
169,36.0730593607306,14,4,48.9061075660894,0.25264406779661,78.11,3,21369.8130817081,4,0.105891316867506,5662,Significant_Damage_And_Serious_Injuries
3020,19.9543378995434,16,13,72.0145852324522,0.302409664623152,76.9,7,30056.215219895,2,0.0029271050852218,4312,Highly_Fatal_And_Damaging
5032,42.9680365296804,9,4,82.3609845031905,0.44341218896502,80.15,4,12666.7712047322,2,0.0232000007272091,3607,Highly_Fatal_And_Damaging
8077,31.9634703196347,15,7,70.0091157702826,0.333062387306166,78.58,6,27480.0655746523,3,0.0064487124768548,3391,Significant_Damage_And_Serious_Injuries
4478,32.9223744292237,12,14,65.587967183227,0.329095564370718,82.02,4,31967.4549517257,0,0.0583819270530569,9087,Highly_Fatal_And_Damaging
6171,49.4520547945205,14,4,68.0948040109389,0.369845654525784,78.42,2,28208.2593702175,2,0.379538266965003,7771,Minor_Damage_And_Injuries
9338,26.7123287671233,13,1,72.0145852324522,0.453509556437072,76.94,2,28473.7861502813,0,0.38470284702586,6174,Highly_Fatal_And_Damaging
9232,60.1826484018265,10,5,49.5897903372835,0.444133429498738,83.22,2,20204.6489775497,1,0.277637542715051,10519,Highly_Fatal_And_Damaging
9537,28.2191780821918,13,20,87.6025524156791,0.302409664623152,80.8,2,29715.3910975432,2,0.403835478361829,4635,Highly_Fatal_And_Damaging
5961,58.1278538812785,11,5,64.0382862351869,0.429347998557519,78.52,2,26388.2532037129,3,0.35682265469168,1252,Minor_Damage_And_Injuries
9877,39.041095890411,10,2,72.6982680036463,0.219106382978723,83.63,1,47358.6935139444,2,1.74715565083698,6844,Highly_Fatal_And_Damaging
1906,42.7853881278539,12,6,80.5834092980857,0.396892174540209,78.83,3,33680.0996768755,1,0.168147873107599,7770,Significant_Damage_And_Serious_Injuries
2283,58.4931506849315,1,5,75.38742023701,0.245792282726289,76.11,6,16149.3177035064,3,0.0036785835627674,9705,Significant_Damage_And_Serious_Injuries
8709,24.7945205479452,14,16,62.0328167730173,0.456394518571944,77.52,6,19093.0822520948,2,0.0042783441701889,1603,Highly_Fatal_And_Damaging
488,41.324200913242,16,7,65.587967183227,0.261659574468085,81.34,2,31076.1432081348,1,0.420554790386963,9386,Minor_Damage_And_Injuries
8605,56.2100456621004,15,4,59.9817684594348,0.33883231157591,81.04,3,18915.5090248707,2,0.0947045760499578,1922,Significant_Damage_And_Fatalities
7902,62.7397260273973,6,4,80.4010938924339,0.308540209159754,80.07,6,22597.0959547712,3,0.0055955359961786,355,Significant_Damage_And_Serious_Injuries
958,27.8538812785388,13,1,72.0145852324522,0.346765957446808,81.39,4,43619.815305396,3,0.0799891900853305,12195,Highly_Fatal_And_Damaging
3373,43.6529680365297,15,4,53.0993618960802,0.311064551027768,77.33,4,24451.819618031,1,0.0447909407031703,5953,Highly_Fatal_And_Damaging
6230,54.8401826484018,9,9,78.5779398359162,0.391122250270465,81.73,2,42692.4127039013,2,0.577778976533685,8347,Significant_Damage_And_Serious_Injuries
5740,44.7945205479452,8,6,62.2607110300821,0.346405337179949,79.51,4,40156.8143732675,1,0.0744920387271988,365,Highly_Fatal_And_Damaging
7833,41.4155251141553,16,7,56.517775752051,0.322965019834114,79.73,4,50122.0197516808,3,0.090371602684173,6685,Highly_Fatal_And_Damaging
8768,52.283105022831,9,12,61.485870556062,0.418529390551749,82.45,4,36742.4965923887,1,0.0677114487516343,12434,Significant_Damage_And_Serious_Injuries
8759,41.689497716895,19,6,62.6253418413856,0.427184276956365,80.95,7,30627.0238895253,4,0.0025672836304489,10818,Significant_Damage_And_Fatalities
3464,62.7853881278539,6,5,80.0820419325433,0.413120086548864,78.44,2,23026.6296640072,2,0.315041983474647,6704,Significant_Damage_And_Serious_Injuries
7825,36.2100456621005,11,5,48.2224247948952,0.430069239091237,81.37,2,9666.94055790232,3,0.122686904109192,4011,Significant_Damage_And_Fatalities
6467,12.4657534246575,18,9,55.6973564266181,0.505799495131626,77.51,1,34469.924982876,2,1.2684727108881,11539,Highly_Fatal_And_Damaging
514,59.5890410958904,7,28,53.8742023701003,0.456033898305084,82.82,5,28540.5531641214,2,0.0185634424474068,11376,Minor_Damage_And_Injuries
2516,57.1232876712329,8,12,61.2123974475843,0.335947349441038,77.86,6,34199.8915692623,3,0.0089282704487646,29,Significant_Damage_And_Serious_Injuries
4065,49.5890410958904,10,3,88.6508659981769,0.17330760908763,80.98,6,46306.1920701527,2,0.0116993176601363,7028,Significant_Damage_And_Serious_Injuries
7775,47.3059360730593,7,0,58.7967183226983,0.412038225748287,82.8,4,43915.3628054386,1,0.0796140496419091,216,Highly_Fatal_And_Damaging
1460,28.8127853881279,16,2,47.9945305378305,0.407710782545979,83.22,1,11648.2642436251,1,0.428515694056208,4700,Minor_Damage_And_Injuries
4945,6.02739726027397,22,2,77.073837739289,0.32116191849982,82.08,3,21852.7135965614,1,0.107090687819435,10370,Significant_Damage_And_Serious_Injuries
6386,45.4794520547945,11,35,51.0483135824977,0.509766318067075,78.43,7,38382.6155037246,1,0.0036579562330693,3609,Minor_Damage_And_Injuries
5872,39.4520547945205,13,5,66.4995442114859,0.416726289217454,81.4,3,31193.4661135602,2,0.156343719423514,3601,Significant_Damage_And_Serious_Injuries
7277,29.9543378995434,16,5,85.278030993619,0.199632888568337,79.79,4,46306.1920701527,2,0.0847954319979528,7324,Significant_Damage_And_Serious_Injuries
8938,43.972602739726,12,2,66.7730173199635,0.375976199062387,81.2,3,37571.9051001859,1,0.187629659106472,2381,Significant_Damage_And_Serious_Injuries
1459,26.3013698630137,17,30,61.485870556062,0.364436350522899,83.28,3,38168.2845511766,2,0.190028699243352,10320,Significant_Damage_And_Serious_Injuries
5198,40.4109589041096,20,2,58.20419325433,0.4145625676163,79.01,7,31812.0039865495,3,0.0027893233991335,11167,Significant_Damage_And_Fatalities
4451,25.296803652968,14,4,58.2953509571559,0.330538045438154,81.71,4,32979.4479058636,1,0.0605695652954106,1544,Highly_Fatal_And_Damaging
914,64.6575342465753,12,16,67.0009115770283,0.276084385142445,77.27,5,32301.4341762744,1,0.0224080310777914,2188,Significant_Damage_And_Fatalities
3549,72.1461187214612,10,2,64.4029170464904,0.32080129823296,88.62,4,38007.5339374526,3,0.0692261856242846,5147,Significant_Damage_And_Fatalities
7998,50.2283105022831,16,5,55.6061987237922,0.374533717994951,81.7,3,23159.6988748288,1,0.115148815425775,9437,Significant_Damage_And_Serious_Injuries
5051,39.2694063926941,10,8,72.0145852324522,0.282214929679048,79.17,6,23733.486318278,0,0.0060888039470835,3683,Highly_Fatal_And_Damaging
9091,37.2146118721461,11,0,68.6417502278943,0.333062387306166,76.63,2,52239.3434352204,1,0.703340359053397,4410,Highly_Fatal_And_Damaging
3123,50.4109589041096,10,0,73.0628988149499,0.272117562206996,82.58,6,39280.6384452088,3,0.009670340175681,2053,Significant_Damage_And_Serious_Injuries
9299,73.1506849315069,10,13,57.5205104831358,0.727941579516768,78.5,7,36159.9008773321,2,0.0031434471531834,11623,Significant_Damage_And_Fatalities
6978,68.0365296803653,8,0,76.4813126709207,0.321522538766679,80.67,5,26328.7717447473,1,0.0169721831895714,9926,Minor_Damage_And_Injuries
4506,31.324200913242,15,2,71.1941659070192,0.438363505228994,79.31,7,35247.2887973971,3,0.0030754991689989,5553,Significant_Damage_And_Serious_Injuries
9161,1.14155251141552,21,1,62.0328167730173,0.452788315903353,79.39,7,23308.3336502321,2,0.0024140516354806,2404,Highly_Fatal_And_Damaging
9983,13.6986301369863,18,1,72.8350045578852,0.217303281644428,82.45,7,42627.7631749649,4,0.0041905570503344,11977,Highly_Fatal_And_Damaging
3583,36.986301369863,11,9,62.2607110300821,0.437281644428417,82.72,2,29839.6300435405,2,0.401586606844553,1396,Highly_Fatal_And_Damaging
6423,52.2374429223744,9,2,72.5615314494075,0.430069239091237,78.13,2,9023.69269986881,2,0.12212240073769,7002,Highly_Fatal_And_Damaging
7918,45.1598173515982,8,4,69.0063810391978,0.675651640822214,81.68,4,33143.6112412512,2,0.0611836711383713,4809,Highly_Fatal_And_Damaging
4239,29.3607305936073,13,13,78.3044667274385,0.243989181391994,84.32,1,32806.2895663649,1,1.21102426293125,11527,Highly_Fatal_And_Damaging
6630,44.5662100456621,8,6,49.6353691886965,0.471540569780022,77.25,1,21043.0745957428,3,0.776282603426491,8123,Significant_Damage_And_Fatalities
8466,19.5890410958904,16,0,74.1567912488605,0.335586729174179,79.42,4,23543.5817988608,2,0.044082859659204,3364,Highly_Fatal_And_Damaging
8005,35.296803652968,11,1,76.4813126709207,0.243989181391994,77.94,3,29572.3317315177,1,0.146661195079346,6380,Highly_Fatal_And_Damaging
6233,31.689497716895,19,6,61.485870556062,0.330898665705012,80.25,3,19201.5021304644,0,0.0970591864698041,8487,Minor_Damage_And_Injuries
3860,24.6118721461187,18,4,55.2871467639016,0.37128813559322,84.82,1,29321.8317268751,0,1.07538543423334,2228,Minor_Damage_And_Injuries
3062,30.9132420091324,15,3,57.1558796718323,0.502553912729895,81.45,2,36109.0128717011,3,0.488682348438616,681,Minor_Damage_And_Injuries
1946,52.4657534246575,13,2,68.1403828623519,0.21333645870898,84.43,7,27762.7996722579,2,0.0021251101298309,701,Minor_Damage_And_Injuries
6049,41.4155251141553,9,1,76.4357338195078,0.411316985214569,76.56,1,23350.8910565508,3,0.859539949194424,7876,Highly_Fatal_And_Damaging
8637,32.1004566210046,12,17,51.5952597994531,0.502193292463036,77.37,6,30281.730328791,3,0.0075137431053435,4003,Significant_Damage_And_Fatalities
6327,48.675799086758,7,10,76.9371011850502,0.397974035340786,79.79,4,14552.7349096771,3,0.0277814772558509,517,Highly_Fatal_And_Damaging
5398,26.3013698630137,14,2,82.0875113947128,0.199993508835196,87.72,4,45712.5484301237,3,0.083610549525106,460,Highly_Fatal_And_Damaging
7388,41.8264840182648,12,1,69.5077484047402,0.464328164442842,79.42,3,18784.4086840282,2,0.0941747741034185,8108,Significant_Damage_And_Serious_Injuries
3040,34.3835616438356,11,5,74.7493163172288,0.369485034258925,82.2,4,17417.2482375906,2,0.0320805077660302,2014,Highly_Fatal_And_Damaging
577,48.675799086758,10,7,61.2123974475843,0.448100252434187,81.45,7,42642.8090049298,3,0.0040045627353063,2986,Significant_Damage_And_Serious_Injuries
2882,45.7990867579909,11,24,63.9015496809481,0.387516047601875,79.59,3,22420.8488354324,2,0.111288342389772,1588,Significant_Damage_And_Serious_Injuries
5700,34.0182648401826,11,7,54.876937101185,0.256971510998918,79.89,4,27350.1299160024,1,0.0499952747001813,5390,Significant_Damage_And_Fatalities
7834,72.5570776255708,2,11,55.6061987237922,0.458918860439956,87.1,3,33757.0053641767,2,0.168760794490034,11991,Minor_Damage_And_Injuries
6553,41.7351598173516,16,0,64.4940747493163,0.274641904075009,75.88,4,30380.7345549793,2,0.055322645707744,7615,Minor_Damage_And_Injuries
3489,45.1598173515982,8,1,74.5214220601641,0.339192931842769,79.08,4,34971.7377869548,3,0.0637233304662383,2820,Highly_Fatal_And_Damaging
7837,14.0639269406393,17,9,66.7274384685506,0.268150739271547,75.34,4,21193.4253281044,2,0.0389899651600754,9739,Highly_Fatal_And_Damaging
9925,48.8584474885845,17,6,69.9179580674567,0.2923122971511,79.31,2,44762.5045506306,3,0.603490069579617,8919,Significant_Damage_And_Fatalities
8251,47.8995433789954,11,9,74.7037374658159,0.337029210241615,78.05,3,30361.8731058024,1,0.151103535537813,10997,Significant_Damage_And_Serious_Injuries
690,10.6392694063927,18,4,36.7821330902462,0.454952037504507,75.5,4,23042.462103486,2,0.0422835255042087,11182,Significant_Damage_And_Fatalities
2333,38.675799086758,14,2,68.049225159526,0.311064551027768,79.81,6,20231.0982565313,2,0.0053052138218597,11880,Significant_Damage_And_Serious_Injuries
6846,35.2511415525114,11,4,43.0720145852325,0.543304002884962,83.0,2,19136.0861004631,3,0.253283470951117,10533,Significant_Damage_And_Fatalities
9741,28.5388127853881,13,5,51.2762078395624,0.236055535521096,80.06,4,29133.3615239579,1,0.0528505428278382,4123,Significant_Damage_And_Fatalities
8535,36.7579908675799,10,5,61.2123974475843,0.264183916336098,81.1,4,47495.6595147704,2,0.0865139983925863,9862,Highly_Fatal_And_Damaging
1224,31.0958904109589,12,5,87.5569735642662,0.181241254958529,82.2,3,25712.689152338,2,0.128632296654614,545,Highly_Fatal_And_Damaging
8655,31.4155251141552,12,3,45.6700091157703,0.401219617742517,79.46,1,34417.3177764866,2,1.2684727108881,2843,Significant_Damage_And_Fatalities
807,54.3835616438356,9,2,62.8076572470374,0.279690587811035,81.59,6,15156.4469411159,2,0.0034058087230216,8218,Significant_Damage_And_Serious_Injuries
4311,20.958904109589,19,20,73.9744758432088,0.334865488640461,78.12,3,33896.0232636711,3,0.167893190363399,6112,Significant_Damage_And_Serious_Injuries
5433,24.0639269406393,18,8,52.5524156791249,0.382467363865849,80.92,6,38630.4756847112,2,0.0100809469366386,10914,Minor_Damage_And_Injuries
2826,47.4885844748858,14,2,41.841385597083,0.745972592859718,78.37,5,21876.099922363,2,0.0138046165219183,5157,Highly_Fatal_And_Damaging
5903,68.3561643835616,8,4,69.4621695533273,0.429347998557519,82.07,2,20514.7937829077,1,0.273757873803231,6106,Minor_Damage_And_Injuries
3958,41.3698630136986,9,0,47.1741112123974,0.456755138838803,82.08,1,38407.9547138139,2,1.40775526841574,1489,Significant_Damage_And_Fatalities
8546,18.1278538812785,16,5,73.1996353691887,0.204320952037505,77.74,4,31778.0561033887,3,0.0572107838399182,9,Highly_Fatal_And_Damaging
6990,27.4885844748858,20,17,66.5907019143118,0.380303642264695,77.3,4,37616.4149312029,2,0.0688968672168701,5925,Minor_Damage_And_Injuries
2160,36.1187214611872,14,3,62.7164995442115,0.443772809231878,80.62,3,25272.1248912302,2,0.125121485674668,5766,Significant_Damage_And_Serious_Injuries
7092,33.2420091324201,15,0,78.4867821330902,0.376336819329246,81.63,3,43072.4817444043,2,0.215610803030912,11965,Significant_Damage_And_Serious_Injuries
1126,36.8493150684931,14,4,51.0938924339107,0.575759826902272,77.33,3,32986.7833036824,3,0.163704050839188,5581,Significant_Damage_And_Serious_Injuries
6484,20.1826484018265,15,0,64.1294439380128,0.31358889289578,82.53,3,30363.1407518457,1,0.15173451332276,6478,Highly_Fatal_And_Damaging
5234,46.1187214611872,15,3,72.3336371923428,0.240743598990263,80.33,2,24487.7919532445,3,0.323437570988376,2972,Minor_Damage_And_Injuries
7948,46.8493150684931,7,4,77.1194165907019,0.232449332852506,80.2,4,35967.3755230484,0,0.0660394623674445,9105,Highly_Fatal_And_Damaging
9076,38.7214611872146,13,6,82.2242479489517,0.434036062026686,81.21,6,41695.975178656,3,0.0101185628153381,6727,Significant_Damage_And_Serious_Injuries
1344,30.5936073059361,19,3,62.2607110300821,0.307818968626037,78.31,4,40724.08357913,4,0.0736509209184376,1561,Minor_Damage_And_Injuries
586,39.8173515981735,13,30,69.4165907019143,0.249759105661738,78.2,6,34207.9443786107,1,0.0084705843858861,5632,Significant_Damage_And_Serious_Injuries
6707,38.310502283105,11,2,45.1686417502279,0.543304002884962,77.41,1,36638.3487690938,4,1.36336943621395,9921,Significant_Damage_And_Fatalities
4616,66.5753424657534,5,30,63.3090246125798,0.258413992066354,80.48,6,38341.4628028992,1,0.010121604078669,5264,Significant_Damage_And_Serious_Injuries
372,44.5662100456621,12,3,72.5159525979946,0.422135593220339,82.23,3,27584.056491732,4,0.138310049630407,8942,Significant_Damage_And_Serious_Injuries
5663,45.5707762557078,18,7,57.5660893345488,0.579366029570862,78.87,7,28354.1216769969,2,0.0027761853795938,10677,Significant_Damage_And_Fatalities
1520,28.4018264840183,13,12,46.718322698268,0.633098449332852,77.71,3,39222.4051184905,4,0.195609414135821,11157,Significant_Damage_And_Fatalities
2798,38.4018264840183,13,3,77.028258887876,0.297000360620267,76.89,6,29971.7444634365,2,0.0072220594099722,12456,Significant_Damage_And_Serious_Injuries
2247,37.6712328767123,14,16,59.0701914311759,0.44701839163361,83.92,7,35110.9406963034,1,0.0030220785773064,11021,Significant_Damage_And_Serious_Injuries
4293,30.7305936073059,19,2,59.3892433910666,0.427184276956365,79.66,1,32337.3176953635,1,1.18962343627537,12056,Minor_Damage_And_Injuries
1248,63.6529680365297,10,0,40.3372835004558,0.584414713306888,76.92,2,33751.1121700652,4,0.456771632508646,919,Highly_Fatal_And_Damaging
6917,36.0730593607306,18,1,72.4247948951687,0.287624233681933,77.96,1,25722.5280242184,2,0.936484556293277,3578,Minor_Damage_And_Injuries
2612,45.9817351598173,15,8,67.0920692798541,0.383549224666426,79.72,7,41508.6458682606,1,0.0038460374795458,11617,Minor_Damage_And_Injuries
296,52.3744292237443,6,4,80.0820419325433,0.292672917417959,77.63,4,9125.60962563028,2,0.016530971355129,3754,Highly_Fatal_And_Damaging
6424,69.8630136986301,8,1,45.3965360072927,0.476589253516048,77.46,3,46418.3805063549,2,0.231845913463668,4411,Significant_Damage_And_Serious_Injuries
3246,39.1780821917808,13,3,74.1567912488605,0.328734944103858,78.59,3,37415.3740987201,1,0.186511988073222,6002,Significant_Damage_And_Serious_Injuries
2224,29.1780821917808,12,2,82.3154056517776,0.177995672556798,82.38,6,26360.6831350803,1,0.0064487124768548,1574,Highly_Fatal_And_Damaging
9273,47.351598173516,11,1,77.073837739289,0.272117562206996,79.03,6,37541.6763730355,1,0.0099721074669589,9202,Significant_Damage_And_Serious_Injuries
6229,72.5570776255708,4,11,50.5925250683683,0.408071402812838,83.5,3,40844.1082299599,1,0.204090220888324,6373,Minor_Damage_And_Injuries
9512,46.3470319634703,11,1,72.3336371923428,0.386794807068157,81.56,3,30752.093089438,2,0.15277065974579,10439,Significant_Damage_And_Serious_Injuries
4865,39.4063926940639,10,1,53.9197812215132,0.510848178867652,79.53,1,22938.1779252997,1,0.845845626344203,11218,Significant_Damage_And_Fatalities
2628,12.4657534246575,18,1,75.432999088423,0.327292463036423,82.4,6,34952.1271101988,1,0.0085710624814404,1821,Highly_Fatal_And_Damaging
1989,59.3150684931507,7,0,54.9680948040109,0.25985647313379,88.71,2,29133.3615239579,1,0.395623222652356,10354,Minor_Damage_And_Injuries
1870,73.2876712328767,10,13,69.5533272561531,0.307097728092319,80.45,7,14993.6075495189,3,0.0012442451096944,2798,Significant_Damage_And_Fatalities
2577,46.4383561643836,11,0,52.5524156791249,0.393285971871619,77.93,1,36925.0352582009,1,1.3604017161145,5593,Minor_Damage_And_Injuries
9508,52.3744292237443,6,12,40.5651777575205,0.745972592859718,80.65,1,36463.5453790652,2,1.32312428555113,1300,Significant_Damage_And_Fatalities
5439,58.310502283105,11,5,49.6353691886965,0.336668589974756,79.21,2,37871.0557631729,1,0.510880290268532,6863,Highly_Fatal_And_Damaging
9221,48.675799086758,10,10,66.1349134001823,0.337750450775333,78.14,6,14532.7383864601,2,0.003602305690836,9545,Significant_Damage_And_Serious_Injuries
8094,20.5022831050228,19,2,77.3473108477666,0.355781464118283,76.75,3,15865.8721701261,1,0.0807340349465771,2891,Significant_Damage_And_Serious_Injuries
6073,42.2374429223744,9,8,58.7055606198724,0.29591849981969,80.55,4,22429.8625953409,3,0.040335527894257,3934,Highly_Fatal_And_Damaging
3670,24.703196347032,18,1,77.7575205104832,0.397613415073927,78.75,1,29232.0068446603,1,1.0902659809403,8360,Significant_Damage_And_Serious_Injuries
3218,29.4063926940639,13,5,52.3245214220602,0.280411828344753,77.92,4,18799.4895727458,4,0.0347244886933957,7556,Highly_Fatal_And_Damaging
9210,35.7077625570776,14,6,62.6253418413856,0.345323476379372,77.38,3,36708.9095506076,0,0.182599552806783,9860,Significant_Damage_And_Serious_Injuries
270,37.3972602739726,14,0,69.1431175934367,0.428626758023801,79.62,3,34176.1227163592,2,0.171753655949522,3377,Significant_Damage_And_Serious_Injuries
6250,36.4383561643836,14,2,49.9544211485871,0.354338983050847,80.71,2,36091.5527721269,1,0.493845717527548,7470,Minor_Damage_And_Injuries
2129,53.4703196347032,9,2,80.4466727438469,0.523469888207717,77.85,3,30187.3009874332,3,0.150293721810262,5858,Significant_Damage_And_Serious_Injuries
37,43.6529680365297,12,2,59.6627164995442,0.422135593220339,81.86,6,37571.9051001859,0,0.0096442306504532,382,Significant_Damage_And_Serious_Injuries
553,54.3835616438356,9,1,51.5952597994531,0.564580598629643,78.76,3,33372.8197860987,2,0.164857538935295,11570,Minor_Damage_And_Injuries
6889,40.8675799086758,13,2,55.9252506836828,0.550877028489001,81.72,4,45002.0079321222,3,0.0813389577595862,4349,Minor_Damage_And_Injuries
5424,1.14155251141552,23,4,68.7784867821331,0.197108546700325,79.05,6,16238.5861110973,3,0.0030318920040189,205,Highly_Fatal_And_Damaging
564,38.675799086758,14,11,63.3546034639927,0.36046952758745,76.4,3,40698.9993170453,2,0.200329336130819,7612,Significant_Damage_And_Serious_Injuries
1671,33.7442922374429,11,3,60.3463992707384,0.231728092318788,77.8,4,31624.1853039844,4,0.058088147653132,4289,Highly_Fatal_And_Damaging
9635,52.8767123287671,9,6,84.5487693710119,0.275363144608727,77.08,3,38210.2878344268,1,0.190936989659089,9184,Significant_Damage_And_Serious_Injuries
9671,31.0958904109589,12,13,61.3491340018232,0.556646952758745,75.94,2,42394.6313282581,0,0.573748943852159,7911,Highly_Fatal_And_Damaging
3678,29.1324200913242,16,14,72.3792160437557,0.324046880634692,79.73,1,29978.3820723515,3,1.10323463410754,10044,Significant_Damage_And_Serious_Injuries
9613,22.2831050228311,15,6,92.1148587055606,0.185208077893978,81.03,4,21267.7043733175,1,0.0389531593294036,2902,Highly_Fatal_And_Damaging
2830,43.2420091324201,19,4,62.5797629899727,0.28870609448251,80.96,2,37967.5513248833,1,0.512288112606264,7833,Significant_Damage_And_Fatalities
8547,58.7671232876712,14,9,81.2670920692799,0.30313090515687,82.53,7,26993.9576251546,4,0.0021726582981774,11318,Significant_Damage_And_Fatalities
7004,46.4840182648402,15,3,71.1941659070192,0.386073566534439,79.45,2,41118.8952653631,1,0.55559389881049,1979,Minor_Damage_And_Injuries
3430,37.3059360730594,14,2,55.2415679124886,0.502914532996754,77.04,4,29541.1841118771,1,0.0536168001945233,932,Minor_Damage_And_Injuries
2532,28.675799086758,13,1,62.2607110300821,0.325128741435269,80.53,3,41432.7487139018,2,0.205151045690906,5550,Highly_Fatal_And_Damaging
7322,48.4474885844749,11,19,62.1695533272562,0.525272989542012,77.98,3,50882.1687686303,2,0.253669022423938,647,Significant_Damage_And_Serious_Injuries
2592,49.1780821917808,11,1,79.7629899726527,0.295197259285972,82.19,3,26346.5048146761,1,0.131340504997494,8209,Significant_Damage_And_Serious_Injuries
6187,49.7260273972603,10,11,77.5296262534184,0.31394951316264,84.8,6,53200.8631540441,2,0.0130417779497398,1887,Significant_Damage_And_Serious_Injuries
5654,44.5662100456621,8,3,52.5979945305378,0.417808150018031,77.25,1,26949.9557733894,2,0.999891644482845,11696,Significant_Damage_And_Fatalities
4845,14.2009132420091,17,1,57.8851412944394,0.285821132347638,76.61,4,47507.7168742865,3,0.0865139983925863,10482,Highly_Fatal_And_Damaging
3946,21.8721461187215,15,0,55.1959890610757,0.240743598990263,76.49,1,47507.7168742865,2,1.74851946088815,1744,Significant_Damage_And_Fatalities
2533,44.2009132420091,15,2,51.2306289881495,0.58369347277317,76.27,4,25727.7349879248,2,0.0468091662274168,434,Highly_Fatal_And_Damaging
5483,44.6575342465753,12,3,65.1321786690975,0.265265777136675,79.64,3,37318.5134929379,2,0.18564707587063,7676,Significant_Damage_And_Serious_Injuries
6539,35.2511415525114,11,6,54.876937101185,0.448100252434187,81.84,1,36512.1429761624,2,1.34320667540424,6426,Significant_Damage_And_Fatalities
6065,41.9634703196347,12,12,62.2607110300821,0.403022719076812,78.85,6,38068.0704053001,0,0.0093996944699357,10806,Significant_Damage_And_Serious_Injuries
34,54.7488584474886,9,28,60.6198723792161,0.527436711143166,79.42,7,52249.6101461372,3,0.004602863448925,9173,Significant_Damage_And_Serious_Injuries
1176,38.4474885844749,10,8,61.2579762989973,0.360830147854309,77.79,1,20142.4706831629,1,0.747757022448862,570,Highly_Fatal_And_Damaging
2314,48.4931506849315,14,4,66.9097538742024,0.450263974035341,76.92,4,42708.8544741583,2,0.0791311957739559,5792,Minor_Damage_And_Injuries
4937,59.8173515981735,14,0,73.0173199635369,0.290148575549946,76.33,7,33425.2255805168,3,0.0031685186781987,3858,Significant_Damage_And_Fatalities
535,42.1004566210046,12,2,74.5214220601641,0.402301478543094,77.59,7,41724.5687249952,0,0.0037904672809397,4879,Significant_Damage_And_Serious_Injuries
1325,67.4885844748858,12,6,59.6627164995442,0.365878831590335,83.12,4,20739.6318796237,1,0.0375914964961934,6559,Significant_Damage_And_Fatalities
3534,52.5114155251141,13,7,85.0957155879672,0.260217093400649,77.22,2,40311.896520282,2,0.545562193337738,10961,Minor_Damage_And_Injuries
3827,27.4885844748858,16,0,76.5268915223336,0.228843130183916,80.98,3,29033.7904189909,1,0.144784763505103,5493,Significant_Damage_And_Serious_Injuries
3885,52.9223744292237,9,0,82.0875113947128,0.271756941940137,77.8,3,37541.6763730355,4,0.187059500793385,12180,Significant_Damage_And_Serious_Injuries
6147,21.2785388127854,15,11,74.7493163172288,0.428266137756942,81.15,1,22087.4860136636,3,0.815759669125553,8917,Highly_Fatal_And_Damaging
3700,60.5479452054795,7,21,49.9544211485871,0.357223945185719,75.94,2,12502.1817547009,1,0.141934384599612,354,Minor_Damage_And_Injuries
